 LMN  1812028 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 XYZ  0.4801684E-02 0.0000000E+00 0.1621831E-01 0.6963254E-02 0.0000000E+00 0.2039861E-01 0.1001830E-01 0.0000000E+00 0.2459558E-01
 XYZ  0.1373957E-01 0.0000000E+00 0.2912206E-01 0.1776429E-01 0.0000000E+00 0.3377784E-01 0.2224524E-01 0.0000000E+00 0.3825448E-01
 XYZ  0.2734948E-01 0.0000000E+00 0.4266499E-01 0.3296114E-01 0.0000000E+00 0.4708218E-01 0.3898795E-01 0.0000000E+00 0.5139636E-01
 XYZ  0.4546936E-01 0.0000000E+00 0.5547075E-01 0.5252151E-01 0.0000000E+00 0.5926494E-01 0.6020017E-01 0.0000000E+00 0.6283549E-01
 XYZ  0.6847114E-01 0.0000000E+00 0.6621747E-01 0.7729651E-01 0.0000000E+00 0.6935193E-01 0.8675664E-01 0.0000000E+00 0.7217685E-01
 XYZ  0.9691526E-01 0.0000000E+00 0.7475608E-01 0.1077558E+00 0.0000000E+00 0.7711034E-01 0.1193306E+00 0.0000000E+00 0.7925816E-01
 XYZ  0.1316377E+00 0.0000000E+00 0.8129008E-01 0.1446617E+00 0.0000000E+00 0.8324308E-01 0.1584000E+00 0.0000000E+00 0.8526393E-01
 XYZ  0.1726129E+00 0.0000000E+00 0.8748646E-01 0.1870416E+00 0.0000000E+00 0.8974174E-01 0.2017185E+00 0.0000000E+00 0.9177905E-01
 XYZ  0.2167963E+00 0.0000000E+00 0.9356959E-01 0.2322876E+00 0.0000000E+00 0.9518977E-01 0.2481588E+00 0.0000000E+00 0.9664272E-01
 XYZ  0.2644080E+00 0.0000000E+00 0.9794487E-01 0.2809874E+00 0.0000000E+00 0.9913010E-01 0.2978282E+00 0.0000000E+00 0.1001754E+00
 XYZ  0.3149252E+00 0.0000000E+00 0.1010305E+00 0.3322986E+00 0.0000000E+00 0.1017150E+00 0.3499023E+00 0.0000000E+00 0.1022669E+00
 XYZ  0.3676740E+00 0.0000000E+00 0.1026706E+00 0.3855947E+00 0.0000000E+00 0.1028909E+00 0.4036664E+00 0.0000000E+00 0.1029335E+00
 XYZ  0.4218526E+00 0.0000000E+00 0.1028215E+00 0.4400971E+00 0.0000000E+00 0.1025493E+00 0.4583617E+00 0.0000000E+00 0.1020757E+00
 XYZ  0.4766642E+00 0.0000000E+00 0.1013751E+00 0.4949953E+00 0.0000000E+00 0.1004896E+00 0.5132802E+00 0.0000000E+00 0.9940916E-01
 XYZ  0.5315229E+00 0.0000000E+00 0.9806971E-01 0.5497655E+00 0.0000000E+00 0.9649613E-01 0.5679757E+00 0.0000000E+00 0.9473541E-01
 XYZ  0.5861097E+00 0.0000000E+00 0.9278368E-01 0.6041625E+00 0.0000000E+00 0.9063164E-01 0.6221240E+00 0.0000000E+00 0.8830658E-01
 XYZ  0.6399570E+00 0.0000000E+00 0.8581328E-01 0.6576594E+00 0.0000000E+00 0.8314825E-01 0.6752251E+00 0.0000000E+00 0.8034127E-01
 XYZ  0.6926249E+00 0.0000000E+00 0.7741761E-01 0.7098327E+00 0.0000000E+00 0.7438542E-01 0.7268430E+00 0.0000000E+00 0.7125914E-01
 XYZ  0.7436435E+00 0.0000000E+00 0.6808353E-01 0.7601789E+00 0.0000000E+00 0.6490080E-01 0.7763960E+00 0.0000000E+00 0.6169965E-01
 XYZ  0.7922980E+00 0.0000000E+00 0.5848029E-01 0.8078665E+00 0.0000000E+00 0.5529159E-01 0.8230460E+00 0.0000000E+00 0.5216216E-01
